Real Love,354,357 
Red Clay,358,359 
Rockin' In Rhythm,360,361 
'Round Midnight,362,363 
'S Wonderful,364,365 
Sabia,366,367 
Saving All My Love For You,368,369 
Secret Love,370,371 
September In The Rain,372,373 
Serenade In Blue,374,375 
Shiny Stockings,376,377 
Since I Fell For You,378,379 
Slow Hot Wind,380,380 
So In Love,381,382 
So Nice (Summer Samba),383,384 
Softly As In A Morning Sunrise,385,386 
Some Other Time,387,388 
Somebody Loves Me,389,390 
Someone To Watch Over Me,391,392 
Something To Talk About,393,396 
Sometimes I'm Happy,397,398 
Song For You (A),399,400 
Soon,401,402 
Soul Man,403,404 
Stormy Weather,405,306 
Strike Up The Band,407,408 
Stuck On You,409,410 
Suite Judy Blue Eyes,411,414 
Summer Knows (The),415,416 
Summer Night,417,418 
Summertime,419,420 
Sunny,421,421 
Sure Enough,422,425 
Sweet Georgia Brown,426,427n 
Take Five,428,429 
Takin' It To The Streets,430,431 
Tea For Two,432,433 
Teach Me Tonight,434,435 
That Certain Feeling,436,537 
That Sunday (That Summer),438,439 
That's What Friends Are For,440,441 
Then I'll Be Tired Of You,442,443 
There's A Small Hotel,444,445 
There's No You,446,447 
They All Laughed,448,449 
They Can't Take That Away From Me,450,451 
This Heart Of Mine,452,453 
This Is Always,454,455 
Those Eyes,456,457 
Thou Swell,458,459 
Through The Fire,460,463 
Time After Time,464,465 
Time For Love (A),466,467
Time On My Hands,468,469 
'Tis Autumn,470,471 
Tokyo Blues,472,473 
Too Marvelous For Words,474,475 
Too Much Sake,476,478 
Trouble Is A Man,479,479 
Twilight World,480,481 
Two For The Road,482,483 
Underdog (The), 484,485
Until It's Time For You To Go,486,487 
Until The Real Thing Comes Along,488,489 
Valdez in the Country,490,491 
Walk On By,492,292 
Walkin',493,494 
We're in This Love Together,495,498 
What A Fool Believes,499,504 
What Am I Here For?,505,505 
What Is This Thing Called Love,506,507 
What The World Needs Now Is Love,508,509
Wheelers & Dealers,510,511 
When A Man Loves A Woman,512,513 
When The World Was Young,514,515 
When Your Lover Has Gone,516,517 
Where or When,518,519 
Who Cares?,520,521 
Why Try To Change Me Now?,522,523 
With A Song In My Heart,524,525 
You And The Night And The Music,526,527
You Are There,528,529 
You Are Too Beautiful,530,531 
You Do Something To Me,532,533 
You Go To My Head,534,535 
You Make Me Feel Brand New,536,537
You Make Me Feel So Young,538,539 
You Taught My Heart To Sing,540,541 
You Took Advantage Of Me,542,543 
You'd Be So Nice To Come Home To,544,545 
You'll Never Know,546,547 
You're The Top,548,549 
Yours Is My Heart Alone,550,550 
