Song,Title,Book,Length,Offset,Start,End
DIG                     ,DIG - C Page nrb1,The New Real Book C.pdf,1,1,83,
DINDI                   ,DINDI - C Page nrb1,The New Real Book C.pdf,2,0,84,
DON'T GO TO STRANGERS   ,DON'T GO TO STRANGERS - C Page nrb1,The New Real Book C.pdf,1,1,87,
DOORS                   ,DOORS - C Page nrb1,The New Real Book C.pdf,1,0,88,
EARLY AUTUMN            ,EARLY AUTUMN - C Page nrb1,The New Real Book C.pdf,1,0,89,
EASY                    ,EASY - C Page nrb1,The New Real Book C.pdf,2,0,90,
EIGHTY ONE              ,EIGHTY ONE - C Page nrb1,The New Real Book C.pdf,2,0,92,
ELM                     ,ELM - C Page nrb1,The New Real Book C.pdf,2,0,94,
ENDANGERED SPECIES      ,ENDANGERED SPECIES - C Page nrb1,The New Real Book C.pdf,6,0,96,
E.S.P.                  ,E.S.P. - C Page nrb1,The New Real Book C.pdf,1,1,103,
EVERYTHING HAPPENS TO ME,EVERYTHING HAPPENS TO ME - C Page nrb1,The New Real Book C.pdf,2,0,104,
FALL                    ,FALL - C Page nrb1,The New Real Book C.pdf,1,0,106,
FARMERS MARKET          ,FARMERS MARKET - C Page nrb1,The New Real Book C.pdf,1,0,107,
FAVELA                  ,FAVELA - C Page nrb1,The New Real Book C.pdf,1,0,108,
FEEL LIKE MAKIN' LOVE   ,FEEL LIKE MAKIN' LOVE - C Page nrb1,The New Real Book C.pdf,1,0,109,
FIRE                    ,FIRE - C Page nrb1,The New Real Book C.pdf,1,0,110,
FIRST LIGHT                    ,FIRST LIGHT - C Page nrb1,The New Real Book C.pdf,1,0,111,
FOOLKILLER                     ,FOOLKILLER - C Page nrb1,The New Real Book C.pdf,1,0,112,
FOOTPRINTS                     ,FOOTPRINTS - C Page nrb1,The New Real Book C.pdf,1,0,113,
FOUR                           ,FOUR - C Page nrb1,The New Real Book C.pdf,2,0,114,
FOUR BROTHERS                  ,FOUR BROTHERS - C Page nrb1,The New Real Book C.pdf,1,0,116,
FOUR ON SIX                    ,FOUR ON SIX - C Page nrb1,The New Real Book C.pdf,1,0,117,
FRIENDS AND STRANGERS          ,FRIENDS AND STRANGERS - C Page nrb1,The New Real Book C.pdf,2,0,118,
FUNKALLERO                     ,FUNKALLERO - C Page nrb1,The New Real Book C.pdf,1,1,121,
GAVIOTA                        ,GAVIOTA - C Page nrb1,The New Real Book C.pdf,2,0,122,
GEE BABY  AIN'T I GOOD TO YOU  ,GEE BABY AIN'T I GOOD TO YOU - C Page nrb1,The New Real Book C.pdf,1,1,125,
GEMINI                         ,GEMINI - C Page nrb1,The New Real Book C.pdf,5,0,126,
GLORIA'S STEP                  ,GLORIA'S STEP - C Page nrb1,The New Real Book C.pdf,1,0,131,
GOIN' HOME                     ,GOIN' HOME - C Page nrb1,The New Real Book C.pdf,4,0,132,
GONE WITH THE WIND             ,GONE WITH THE WIND - C Page nrb1,The New Real Book C.pdf,1,1,137,
THE GOODBYE LOOK               ,THE GOODBYE LOOK - C Page nrb1,The New Real Book C.pdf,4,0,138,
GUARLTJA                       ,GUARLTJA - C Page nrb1,The New Real Book C.pdf,2,0,142,
HALLUCINATIONS                 ,HALLUCINATIONS - C Page nrb1,The New Real Book C.pdf,2,0,144,
HAUNTED BALLROOM               ,HAUNTED BALLROOM - C Page nrb1,The New Real Book C.pdf,1,1,147,
HAVONA                         ,HAVONA - C Page nrb1,The New Real Book C.pdf,2,0,148,
HERE'S THAT RAINY DAY          ,HERE'S THAT RAINY DAY - C Page nrb1,The New Real Book C.pdf,1,1,151,
HIDEAWAY                       ,HIDEAWAY - C Page nrb1,The New Real Book C.pdf,2,0,152,
I LOVE LUCY                    ,I LOVE LUCY - C Page nrb1,The New Real Book C.pdf,1,1,155,
I MEAN YOU                     ,I MEAN YOU - C Page nrb1,The New Real Book C.pdf,2,0,156,
I SHOULD CARE                  ,I SHOULD CARE - C Page nrb1,The New Real Book C.pdf,1,0,158,
I THOUGHT ABOUT YOU            ,I THOUGHT ABOUT YOU - C Page nrb1,The New Real Book C.pdf,1,0,159,
IF I VVERE A BELL              ,IF I VVERE A BELL - C Page nrb1,The New Real Book C.pdf,2,0,160,
IF YOU NEVER COME TO ME        ,IF YOU NEVER COME TO ME - C Page nrb1,The New Real Book C.pdf,1,1,163,
I'LL TAKE ROMANCE              ,I'LL TAKE ROMANCE - C Page nrb1,The New Real Book C.pdf,2,0,164,
I'M ALL SMILES                  ,I'M ALL SMILES - C Page nrb1,The New Real Book C.pdf,2,0,166,
I'M OLD FASHIONED,I'M OLD FASHIONED - C Page nrb1,The New Real Book C.pdf,1,0,168,
IMAGINATION                    ,IMAGINATION - C Page nrb1,The New Real Book C.pdf,1,0,169,
IN WALKED BUD                  ,IN WALKED BUD - C Page nrb1,The New Real Book C.pdf,1,1,171,
THE ISLAND                     ,THE ISLAND - C Page nrb1,The New Real Book C.pdf,2,0,172,
IT HAPPENS EVERY DAY           ,IT HAPPENS EVERY DAY - C Page nrb1,The New Real Book C.pdf,2,0,174,
JERSEY BOUNCE                  ,JERSEY BOUNCE - C Page nrb1,The New Real Book C.pdf,1,1,177,
JOSHUA                         ,JOSHUA - C Page nrb1,The New Real Book C.pdf,2,0,178,
KEEP THAT SAME OLD FEELING     ,KEEP THAT SAME OLD FEELING - C Page nrb1,The New Real Book C.pdf,2,0,180,
KILLING ME SOFTLY WITH HIS SONG,KILLING ME SOFTLY WITH HIS SONG - C Page nrb1,The New Real Book C.pdf,1,1,183,
LA SAMBA                       ,LA SAMBA - C Page nrb1,The New Real Book C.pdf,2,0,184,
LA VIDA FELIZ                  ,LA VIDA FELIZ - C Page nrb1,The New Real Book C.pdf,4,0,186,
LADY BIRD                      ,LADY BIRD - C Page nrb1,The New Real Book C.pdf,2,0,190,
LAST FIRST                     ,LAST FIRST - C Page nrb1,The New Real Book C.pdf,2,0,192,
LAST TRAIN FROM OVERBROOK      ,LAST TRAIN FROM OVERBROOK - C Page nrb1,The New Real Book C.pdf,1,0,194,
LAURIE                         ,LAURIE - C Page nrb1,The New Real Book C.pdf,1,0,195,
LET ME BE THE ONE              ,LET ME BE THE ONE - C Page nrb1,The New Real Book C.pdf,2,0,196,
LETS GO DANCIN'                ,LETS GO DANCIN' - C Page nrb1,The New Real Book C.pdf,2,0,198,
LIKE SOMEONE IN LOVE           ,LIKE SOMEONE IN LOVE - C Page nrb1,The New Real Book C.pdf,1,0,200,
LINE FOR LYONS                 ,LINE FOR LYONS - C Page nrb1,The New Real Book C.pdf,1,0,201,
LITTLE SUNFLOWER               ,LITTLE SUNFLOWER - C Page nrb1,The New Real Book C.pdf,1,0,202,
A LITTLE TEAR                  ,A LITTLE TEAR - C Page nrb1,The New Real Book C.pdf,1,0,203,
LITTLE WALTZ                   ,LITTLE WALTZ - C Page nrb1,The New Real Book C.pdf,1,0,204,
LONG AGO & FAR AWAY,LONG AGO & FAR AWAY - C Page nrb1,The New Real Book C.pdf,1,0,205,
LOVE CAME ON STEALTHY FINGERS  ,LOVE CAME ON STEALTHY FINGERS - C Page nrb1,The New Real Book C.pdf,2,0,206,
LOVE DANCE                     ,LOVE DANCE - C Page nrb1,The New Real Book C.pdf,2,0,208,
LUSH LIFE                      ,LUSH LIFE - C Page nrb1,The New Real Book C.pdf,2,0,210,
MADAGASCAR                     ,MADAGASCAR - C Page nrb1,The New Real Book C.pdf,2,0,212,
MAKE ME A MEMORY (Sad Samba)   ,MAKE ME A MEMORY (Sad Samba) - C Page nrb1,The New Real Book C.pdf,1,1,215,
MATINEE IDOL                   ,MATINEE IDOL - C Page nrb1,The New Real Book C.pdf,2,0,216,
MERCY  MERCY  MERCY            ,MERCY MERCY MERCY - C Page nrb1,The New Real Book C.pdf,2,0,218,
THE MIDNIGHT SUN               ,THE MIDNIGHT SUN - C Page nrb1,The New Real Book C.pdf,1,0,220,
THE MIDNIGHT SUN WILL NEVER SET,THE MIDNIGHT SUN WILL NEVER SET - C Page nrb1,The New Real Book C.pdf,1,0,221,
MODADJI                        ,MODADJI - C Page nrb1,The New Real Book C.pdf,2,0,222,
MONK’S MOOD                ,MONK’S MOOD - C Page nrb1,The New Real Book C.pdf,1,1,225,
MONKEY'S UNCLE                 ,MONKEY'S UNCLE - C Page nrb1,The New Real Book C.pdf,5,0,226,
MOONLIGHT IN VERMONT             ,MOONLIGHT IN VERMONT - C Page nrb1,The New Real Book C.pdf,1,0,231,
MORNN'                           ,MORNN' - C Page nrb1,The New Real Book C.pdf,2,0,232,
MORNING DANCE                    ,MORNING DANCE - C Page nrb1,The New Real Book C.pdf,2,0,234,
MR. CLEAN                        ,MR. CLEAN - C Page nrb1,The New Real Book C.pdf,2,0,236,
MR. GONE                         ,MR. GONE - C Page nrb1,The New Real Book C.pdf,2,0,238,
MY ATTORNEY BERNIE               ,MY ATTORNEY BERNIE - C Page nrb1,The New Real Book C.pdf,2,0,240,
MY ROMANCE,MY ROMANCE - C Page nrb1,The New Real Book C.pdf,1,0,242,
MY SHINING HOUR                  ,MY SHINING HOUR - C Page nrb1,The New Real Book C.pdf,1,0,243,
NATURE BOY                       ,NATURE BOY - C Page nrb1,The New Real Book C.pdf,1,0,244,
NEFERTITI                      ,NEFERTITI - C Page nrb1,The New Real Book C.pdf,1,0,245,
NEVER GIVIN' UP                    ,NEVER GIVIN' UP - C Page nrb1,The New Real Book C.pdf,3,0,246,
NEVER MAKE YOUR MOVE TOO SOON    ,NEVER MAKE YOUR MOVE TOO SOON - C Page nrb1,The New Real Book C.pdf,2,1,250,
NIGERIAN MARKETPLACE             ,NIGERIAN MARKETPLACE - C Page nrb1,The New Real Book C.pdf,1,0,252,
NIGHTLAKE                        ,NIGHTLAKE - C Page nrb1,The New Real Book C.pdf,1,0,253,
NO ME ESQUECA                    ,NO ME ESQUECA - C Page nrb1,The New Real Book C.pdf,2,0,254,
NOT ETHIOPIA                     ,NOT ETHIOPIA - C Page nrb1,The New Real Book C.pdf,2,0,256,
NOTHING PERSONAL                 ,NOTHING PERSONAL - C Page nrb1,The New Real Book C.pdf,2,0,258,
OFF MINOR                        ,OFF MINOR - C Page nrb1,The New Real Book C.pdf,2,0,260,
OLEO                             ,OLEO - C Page nrb1,The New Real Book C.pdf,1,0,262,
ONCE I LOVED                     ,ONCE I LOVED - C Page nrb1,The New Real Book C.pdf,1,0,263,
ONE FAMILY                       ,ONE FAMILY - C Page nrb1,The New Real Book C.pdf,2,0,264,
ONE FOR MY BABY (And One More For,ONE FOR MY BABY (And One More For - C Page nrb1,The New Real Book C.pdf,2,0,266,
OUT OF THIS WORLD                ,OUT OF THIS WORLD - C Page nrb1,The New Real Book C.pdf,2,0,268,
O.Z                              ,O.Z - C Page nrb1,The New Real Book C.pdf,2,0,270,
PAPA LIPS                        ,PAPA LIPS - C Page nrb1,The New Real Book C.pdf,2,0,272,
PARTIDO ALTO                     ,PARTIDO ALTO - C Page nrb1,The New Real Book C.pdf,4,0,274,
PENT UP HOUSE                    ,PENT UP HOUSE - C Page nrb1,The New Real Book C.pdf,2,0,278,
PLAZA REAL                       ,PLAZA REAL - C Page nrb1,The New Real Book C.pdf,6,0,280,
POLKADOTS AND MOONBEAMS          ,POLKADOTS AND MOONBEAMS - C Page nrb1,The New Real Book C.pdf,2,0,286,
PORTRAIT OF TRACY                ,PORTRAIT OF TRACY - C Page nrb1,The New Real Book C.pdf,2,0,288,
PROMENADE                        ,PROMENADE - C Page nrb1,The New Real Book C.pdf,2,0,290,
PUT IT WHERE YOU WANT IT         ,PUT IT WHERE YOU WANT IT - C Page nrb1,The New Real Book C.pdf,2,0,292,
P.Y.T. (Pretty Young Thing)      ,P.Y.T. (Pretty Young Thing) - C Page nrb1,The New Real Book C.pdf,2,0,294,
QUINTESSENCE                     ,QUINTESSENCE - C Page nrb1,The New Real Book C.pdf,1,0,296,
RAPTURE                          ,RAPTURE - C Page nrb1,The New Real Book C.pdf,1,0,297,
RE: PERSON I KNEW                ,RE: PERSON I KNEW - C Page nrb1,The New Real Book C.pdf,1,1,299,
REINCARNATION OF A LOVEBIRD      ,REINCARNATION OF A LOVEBIRD - C Page nrb1,The New Real Book C.pdf,2,0,300,
REMEMBER ROCKEFELLER AT ATTICA   ,REMEMBER ROCKEFELLER AT ATTICA - C Page nrb1,The New Real Book C.pdf,1,1,303,
RIO                              ,RIO - C Page nrb1,The New Real Book C.pdf,2,0,304,
RIVER PEOPLE                     ,RIVER PEOPLE - C Page nrb1,The New Real Book C.pdf,3,1,307,
ROBBINS NEST                     ,ROBBINS NEST - C Page nrb1,The New Real Book C.pdf,2,0,310,
RUBY MY DEAR                    ,RUBY MY DEAR - C Page nrb1,The New Real Book C.pdf,2,0,312,
RUSH HOUR                        ,RUSH HOUR - C Page nrb1,The New Real Book C.pdf,2,0,314,
SAFARI                           ,SAFARI - C Page nrb1,The New Real Book C.pdf,4,0,316,
SANDU                            ,SANDU - C Page nrb1,The New Real Book C.pdf,1,0,320,
SATIN DOLL                       ,SATIN DOLL - C Page nrb1,The New Real Book C.pdf,1,0,321,
SAVE YOUR LOVE FOR ME            ,SAVE YOUR LOVE FOR ME - C Page nrb1,The New Real Book C.pdf,2,0,322,
SEARCH FOR PEACE                 ,SEARCH FOR PEACE - C Page nrb1,The New Real Book C.pdf,1,1,325,
SELF PORTRAIT IN THREE COLORS    ,SELF PORTRAIT IN THREE COLORS - C Page nrb1,The New Real Book C.pdf,2,0,326,
SHAKER SONG                      ,SHAKER SONG - C Page nrb1,The New Real Book C.pdf,2,0,328,
SHAW 'NUFF                       ,SHAW 'NUFF - C Page nrb1,The New Real Book C.pdf,2,0,330,
SIMPLE SAMBA                     ,SIMPLE SAMBA - C Page nrb1,The New Real Book C.pdf,2,0,332,
SKYLARK                          ,SKYLARK - C Page nrb1,The New Real Book C.pdf,1,0,334,
A SLEEPIN' BEE                   ,A SLEEPIN' BEE - C Page nrb1,The New Real Book C.pdf,1,0,335,
SMALL DAY TOMORROW               ,SMALL DAY TOMORROW - C Page nrb1,The New Real Book C.pdf,2,0,336,
SOLAR                            ,SOLAR - C Page nrb1,The New Real Book C.pdf,1,0,338,
SOMEDAY MY PRINCE WILL COME      ,SOMEDAY MY PRINCE WILL COME - C Page nrb1,The New Real Book C.pdf,1,0,339,
SONG FOR LORRAINE                ,SONG FOR LORRAINE - C Page nrb1,The New Real Book C.pdf,2,0,340,
THIS SONG IS YOU,THIS SONG IS YOU - C Page nrb1,The New Real Book C.pdf,2,0,342,
SONJA'S SANF'ONA                 ,SONJA'S SANF'ONA - C Page nrb1,The New Real Book C.pdf,4,0,344,
SOUL SAUCE (Wachi Wara)          ,SOUL SAUCE (Wachi Wara) - C Page nrb1,The New Real Book C.pdf,1,0,348,
SPEAK NO EVIL                  ,SPEAK NO EVIL - C Page nrb1,The New Real Book C.pdf,1,0,349,
SPIRAL                         ,SPIRAL - C Page nrb1,The New Real Book C.pdf,2,0,350,
ST. THOMAS                     ,ST. THOMAS - C Page nrb1,The New Real Book C.pdf,1,1,353,
STICKY WICKET                  ,STICKY WICKET - C Page nrb1,The New Real Book C.pdf,4,0,354,
STREET LIFE                    ,STREET LIFE - C Page nrb1,The New Real Book C.pdf,2,0,358,
SUDDEN SAMBA                   ,SUDDEN SAMBA - C Page nrb1,The New Real Book C.pdf,1,1,361,
SUNRUNNER                      ,SUNRUNNER - C Page nrb1,The New Real Book C.pdf,2,0,362,
"TAKE THE ""A"" TRAIN             ","TAKE THE ""A"" TRAIN - C Page nrb1",The New Real Book C.pdf,2,0,364,
TENDERLY                       ,TENDERLY - C Page nrb1,The New Real Book C.pdf,1,0,366,
THEME FOR ERNIE                ,THEME FOR ERNIE - C Page nrb1,The New Real Book C.pdf,1,0,367,
THERE WILL NEVER BE ANOTHER YOU,THERE WILL NEVER BE ANOTHER YOU - C Page nrb1,The New Real Book C.pdf,1,0,368,
THESE FOOLISH THINGS           ,THESE FOOLISH THINGS - C Page nrb1,The New Real Book C.pdf,1,0,369,
THIS MASQUERADE                ,THIS MASQUERADE - C Page nrb1,The New Real Book C.pdf,1,1,371,
THE THREE MARIAS               ,THE THREE MARIAS - C Page nrb1,The New Real Book C.pdf,7,0,372,
THREE VIEWS OF A SECRET        ,THREE VIEWS OF A SECRET - C Page nrb1,The New Real Book C.pdf,2,1,380,
TIME REMEMBERS ONE TIME ONCE   ,TIME REMEMBERS ONE TIME ONCE - C Page nrb1,The New Real Book C.pdf,1,0,382,
TRISTE                         ,TRISTE - C Page nrb1,The New Real Book C.pdf,1,0,383,
TUNE UP                        ,TUNE UP - C Page nrb1,The New Real Book C.pdf,1,1,385,
TURN YOUR LOVE AROUND          ,TURN YOUR LOVE AROUND - C Page nrb1,The New Real Book C.pdf,2,0,386,
TWISTED                        ,TWISTED - C Page nrb1,The New Real Book C.pdf,2,0,388,
UNIT SEVEN                     ,UNIT SEVEN - C Page nrb1,The New Real Book C.pdf,2,0,390,
UP JUMPED SPRING               ,UP JUMPED SPRING - C Page nrb1,The New Real Book C.pdf,1,1,393,
UP WITH THE LARK,UP WITH THE LARK - C Page nrb1,The New Real Book C.pdf,2,0,394,
VELAS (Velas Icadas)           ,VELAS (Velas Icadas) - C Page nrb1,The New Real Book C.pdf,2,0,396,
VERY EARLY                     ,VERY EARLY - C Page nrb1,The New Real Book C.pdf,1,0,398,
VOYAGE                         ,VOYAGE - C Page nrb1,The New Real Book C.pdf,1,0,399,
WALTZ FOR DEBBY                ,WALTZ FOR DEBBY - C Page nrb1,The New Real Book C.pdf,2,0,400,
WALTZ NEW                      ,WALTZ NEW - C Page nrb1,The New Real Book C.pdf,1,0,402,
WATCH WHAT HAPPENS,WATCH WHAT HAPPENS - C Page nrb1,The New Real Book C.pdf,1,0,403,
WATERWINGS                     ,WATERWINGS - C Page nrb1,The New Real Book C.pdf,2,0,404,
WAVE                           ,WAVE - C Page nrb1,The New Real Book C.pdf,2,0,406,
THE WAY YOU LOOK TONIGHT,THE WAY YOU LOOK TONIGHT - C Page nrb1,The New Real Book C.pdf,2,0,408,
A WEAVER OF DREAMS             ,A WEAVER OF DREAMS - C Page nrb1,The New Real Book C.pdf,1,1,411,
WE'LL BE TOGETHER AGAIN        ,WE'LL BE TOGETHER AGAIN - C Page nrb1,The New Real Book C.pdf,1,0,412,
WELL YOU NEEDN'T              ,WELL YOU NEEDN'T - C Page nrb1,The New Real Book C.pdf,1,0,413,
WEST COAST BLUES               ,WEST COAST BLUES - C Page nrb1,The New Real Book C.pdf,1,0,414,
WHATS NEW?                     ,WHATS NEW? - C Page nrb1,The New Real Book C.pdf,1,0,415,
WHERE IS LOVE?                 ,WHERE IS LOVE? - C Page nrb1,The New Real Book C.pdf,1,0,416,
WHO CAN I TURN TO?             ,WHO CAN I TURN TO? - C Page nrb1,The New Real Book C.pdf,1,0,417,
WILDFLOWER                     ,WILDFLOWER - C Page nrb1,The New Real Book C.pdf,1,0,418,
WILLOW WEEP FOR ME             ,WILLOW WEEP FOR ME - C Page nrb1,The New Real Book C.pdf,1,0,419,
WITCHCRAFT                     ,WITCHCRAFT - C Page nrb1,The New Real Book C.pdf,1,0,420,
YES AND NO                     ,YES AND NO - C Page nrb1,The New Real Book C.pdf,1,0,421,
YESTERDAYS,YESTERDAYS - C Page nrb1,The New Real Book C.pdf,1,0,422,
YOUNG RABBITS                  ,YOUNG RABBITS - C Page nrb1,The New Real Book C.pdf,1,0,423,
YOUR MIND IS ON VACATION       ,YOUR MIND IS ON VACATION - C Page nrb1,The New Real Book C.pdf,2,0,424,
ALL OR NOTHING AT ALL,ALL OR NOTHING AT ALL - C Page nrb1,The New Real Book C.pdf,2,18,444,
DO NOTHING ’TIL YOU HEAR FROM ME,DO NOTHING ’TIL YOU HEAR FROM ME - C Page nrb1,The New Real Book C.pdf,1,0,446,
DON’T GET AROUND MUCH ANYMORE,DON’T GET AROUND MUCH ANYMORE - C Page nrb1,The New Real Book C.pdf,1,0,447,
GOOD MORNING HEARTACHE,GOOD MORNING HEARTACHE - C Page nrb1,The New Real Book C.pdf,1,0,448,
MISTY,MISTY - C Page nrb1,The New Real Book C.pdf,1,0,449,
SPEAK LOW,SPEAK LOW - C Page nrb1,The New Real Book C.pdf,2,0,450,
STORMY WEATHER,STORMY WEATHER - C Page nrb1,The New Real Book C.pdf,2,0,452,
