Across The Alley From The Alamo,10,10
Adios,11,11
After The Rain,12,13
Águas De Março (Waters Of March),14,15
All Night Long,16,16
All Too Soon,17,17
Allen's Alley,18,18
Always True To You In My Fashion,19,19
And All That Jazz,20,21
Angela,22,23
Apple Core,24,24
Are You Real,25,25
As Long As He Needs Me,26,26
Aunt Hagar's Blues,27,27
As We Speak,28,29
Ashes To Ashes,30,31
Azure-Te (Paris Blues),32,32
Baby Elephant Walk,33,33
Baby Just Come Home To Me,34,35
Back In Your Own Backyard,36,36
Ballin' The Jack,37,37
Bag's New Groove,38,39
Bandstand Boogie,40,40
The Best Is Yet To Come,41,41
Bill,42,42
Bim-Bom,43,43
Bird Song,44,44
Birds Of A Feather,45,45
Black Byrd,46,46
Blackbird,47,47
Blue Friday,48,48
Blue Soul,49,49
Blues For Junior,50,50
Blues In Frankie's Flat,51,51
Blues In Time,52,52
Blues The Most,53,53
Bopzilla,54,54
Born To Be Blue,55,55
Born To Be Bad,56,57
Boy Meets Horn,58,59
Break Out The Blues,60,60
Bremond's Blues,61,61
Brown Hornet,62,63
Buster's Last Stand,64,64
But She's My Buddy's Chick,65,65
Button Up Your Overcoat,66,66
Can't Buy Me Love,67,67
Cake Walking Babies From Home,68,69
The Cape Verdean Blues,70,71
Change Of Season,72,72
The Chicken,73,73
Charade,74,75
Chasing The Bird,76,77
Children Of The Night,78,79
The Christmas Song (Chestnuts Roasting On An Open Fire),80,80
Christmas Time Is Here,81,81
Christopher Columbus,82,82
Clockwise,83,83
Chromozone,84,85
Close As Pages In A Book,86,86
Cocktails For Two,87,87
Come Candellia,88,88
Comes Love,89,89
Come Dance With Me,90,91
Compared To What,92,92
A Cool Shade Of Blue,93,93
Curves Ahead,94,95
Daddy,96,96
Dahomey Dance,97,97
Dance Only With Me,98,98
Days Of Wine And Roses,99,99
Deacon Blues,100,101
Dear Heart,102,102
Deep Purple,103,103
Devil May Care,104,105
Dexter Digs In,106,106
Dextivity,107,107
Dinner For One Please James,108,108
The Disguise,109,109
Djangology,110,110
Do I Love You,111,111
Doctor Jazz,112,112
Don't Be That Way,113,113
Don't You Know I Care (Or Don't You Care To Know),114,114
Doodlin',115,115
Down,116,116
Down Under,117,117
Down With Love,118,118
Dragonfly,119,119
Duke's Place,120,120
The Earl,121,121
Effendi,122,123
El Hombre,124,124
Elevation,125,125
Everybody Loves My Baby (But My Baby Don't Love Nobody But Me),126,126
Every Day I Have The Blues,127,127
Ev'rything I've Got,128,128
Festive Minor,129,129
Federico,130,131
A Felicidade,132,133
Flamingo,134,134
A Foggy Day (In London Town),135,135
Flip Flop And Fly,136,137
For You For Me For Evermore,138,138
Friends,139,139
Fuchsia Swing Song,140,140
Ginger Bread Boy,141,141
Gettin' Over The Blues,142,143
Ginza Samba,144,144
Goin' To Minton's,145,145
The Girl With His Smile And My Eyes,146,147
Give Me The Night,148,149
Goin' Out Of My Head,150,150
Golden Earrings,151,151
The Good Life,152,152
Goodbye,153,153
Green Haze,154,154
Guess Who I Saw Today,155,155
The Gypsy,156,156
Gypsy Jingle-Jangle,157,157
Hallelujah I Love Her So,158,158
Happy Go Lucky Local,159,159
Happy With The Blues,160,160
Hear Ye,161,161
Heartaches,162,162
Helen's Song,163,163
Hideaway,164,165
Hindustan,166,166
Hit The Road To Dreamland,167,167
Hoe-Down,168,169
Home,170,171
A House Is Not A Home,172,172
Humpty Dumpty,173,173
How Little We Know,174,175
A Hundred Years From Today,176,176
I Can Dream Can't I?,177,177
I Could Eat Your Words,178,179
I Didn't Know About You,180,180
I Got A Woman,181,181
I Got Rhythm,182,182
I Got You (I Feel Good),183,183
I Guess I'll Have To Change My Plan,184,184
I Hadn't Anyone Till You,185,185
I Love Lucy,186,186
I Love My Baby (My Baby Loves Me),187,187
I Remember Duke,188,188
I Saw Stars,189,189
I Say A Little Prayer,190,191
I See Your Face Before Me,192,192
I Shot The Sheriff,193,193
I Told Ya I Love Ya Now Get Out,194,195
I Walk With Music,196,196
I Wouldn't Trade You,197,197
I'd Rather Be Blue Over You,198,198
I'm A Dreamer Aren't We All,199,199
I'm Gonna Go Fishin',200,200
I've Got My Eyes On You,201,201
I've Got Your Number,202,202
If You Could See Me Now,203,203
If Ever I Would Leave You,204,205
If I Ruled The World,206,207
If I Were Blue,208,209
If You Go,210,210
In A Silent Way,211,211
The In Crowd,212,213
In The Arms Of Love,214,214
In The Blue Of Evening,215,215
Inner Space,216,217
Intermission Riff,218,218
It Was A Very Good Year,219,219
It Was Written In The Stars,220,220
It's Magic,221,221
It's A Lonesome Old Town,222,223
It's You,224,224
Ivy,225,225
Ja-Da,226,226
Jamento,227,227
Jayne,228,228
John's Bunch,229,229
Jeru,230,231
Johnny One-Note,232,232
Johnny's Theme,233,233
The Joint Is Jumpin',234,235
Jump For Joy,236,236
Just Friends,237,237
Kansas City,238,239
Key Largo,240,240
Killing Me Softly With His Song,241,241
Kim,242,242
Laurie,243,243
KoKo,244,245
Lament For Booker,246,247
Las Guajiras,248,249
Lean On Me,250,251
Lester Left Town,252,252
Let There Be You,253,253
Letter To Evan,254,254
Life Is Just A Bowl Of Cherries,255,255
Light As A Feather,256,257
Lilac Wine,258,258
Listen Here,259,259
Linus And Lucy,260,261
Lisa,262,263
